step,reward_0.5_0.3_0.2,reward_0.4_0.4_0.2,reward_0.6_0.2_0.2
481,-214.32662752023353,-217.14172423770856,-218.25234329409136
482,-214.45026049827413,-217.01342017105785,-218.17615776577586
483,-214.32896619116798,-217.04667818283673,-218.1624189618375
484,-214.36001077737887,-216.9851860068755,-218.14940955661575
485,-214.4298367188083,-216.87489157360807,-218.18125617954522
486,-214.2675755195574,-216.85428650337406,-218.2232676110637
487,-214.24194791834094,-216.86074639939963,-218.1784674928847
488,-214.34373448553544,-216.85389359466777,-218.17531770454463
489,-214.30920112063404,-216.72058256544463,-218.05827765895037
490,-214.11245783616488,-216.74414789595588,-218.08956391979328
491,-214.0471802684819,-216.64322708106897,-218.11085629202853
492,-213.93242023883204,-216.58839995607784,-218.09450905462498
493,-214.03688231980038,-216.4580459782449,-218.10502382999022
494,-214.06057582108187,-216.40674407786236,-218.0692571581745
495,-214.09438440744267,-216.34774903544647,-218.03508186999045
496,-214.07712236406888,-216.25604419841892,-218.119617661399
497,-214.08310352855943,-216.27059574286415,-218.1430884669091
498,-214.00084443529272,-216.21891906565145,-218.0226147556483
499,-213.77981570946665,-216.27754934309473,-217.99645048404437
500,-213.66009777870167,-216.16537007830226,-218.0242878456853
501,-213.55055721965945,-216.11857387641834,-218.07092292680045
502,-213.4252968513502,-216.14143809453373,-218.10616381170826
503,-213.36120843911843,-216.01665626105938,-218.1503533222927
504,-213.36038962194826,-215.93176945218067,-218.20248674745727
505,-213.1763566081808,-215.9916734501445,-218.20373377311347
506,-213.15793761345867,-215.89567189169077,-218.0713968295404
507,-213.0798989036461,-215.970016278674,-217.98847350509436
508,-213.08386775731898,-215.88152273782077,-217.91769443447077
509,-212.9512866719677,-215.9108984408437,-217.94224857048772
510,-212.97875380698656,-215.82774869774016,-217.974424121134
511,-212.85498980251577,-215.72678682649712,-217.88663067575743
512,-212.66032008570556,-215.71047272866082,-217.8810966523361
513,-212.59932468892728,-215.61700523294587,-217.76224288059143
514,-212.54726971941153,-215.59027341190108,-217.80642082302165
515,-212.49004029923393,-215.5693893108723,-217.73621635530614
516,-212.45021689548219,-215.4902500931916,-217.72753896099397
517,-212.51324342182937,-215.3924032515868,-217.76375287143662
518,-212.3847254791931,-215.34037667949633,-217.7908971377771
519,-212.21787072769644,-215.22050644337787,-217.61706352587385
520,-212.22599207547276,-215.10168238330806,-217.50043929890967
521,-212.31582510959467,-215.0139289624451,-217.36420194247276
522,-212.20673208658744,-215.0365299655113,-217.33381600665246
523,-212.09573311036618,-215.00101189256742,-217.27235786372384
524,-212.11532714951744,-214.9917246546176,-217.12284138212942
525,-212.03795289647428,-215.09884220786438,-217.130266411325
526,-211.94551189107744,-214.97744249655037,-217.0853514881357
527,-211.9696208856485,-214.9154543526812,-217.08146399711686
528,-211.91927191938302,-214.8387116502558,-216.9272290682987
529,-211.86619442724282,-214.88218227408427,-217.00582909218912
530,-211.81539037261024,-214.71016315350764,-216.94394583703772
531,-211.9648480502696,-214.70418960778983,-216.92434025281477
532,-211.86433868115554,-214.64945288277642,-216.91094290884632
533,-211.72833896315979,-214.55932557329714,-216.88304213266207
534,-211.70369291495177,-214.64522101428832,-216.94225197551646
535,-211.58937420485404,-214.6158291666539,-216.91644637908126
536,-211.68575903419756,-214.61806002780207,-216.91707971576488
537,-211.55072550126795,-214.5794624141871,-216.96367381518343
538,-211.76873840847844,-214.5448282421983,-216.94337889713216
539,-211.74272424299184,-214.47903792669015,-216.90252557787446
540,-211.65197246204139,-214.40138602967315,-216.8178773422981
541,-211.55651262473793,-214.404035160926,-216.82902729944814
542,-211.37700743191084,-214.40994771044367,-216.88901764054052
543,-211.21772333131554,-214.49679586621863,-216.80353744866468
544,-211.02700795500073,-214.41050318072558,-216.85759622694565
545,-210.96838375452336,-214.33611354797242,-216.82505288026277
546,-210.78659243984163,-214.36014622188142,-216.75014801945787
547,-210.69074601776452,-214.33306511588597,-216.8163916447699
548,-210.6700828971513,-214.29336615013653,-216.6646143468494
549,-210.53686471386854,-214.19147524882965,-216.66894198532833
550,-210.41457389860562,-214.17759111980317,-216.67276660669526
551,-210.33458281837827,-214.16447614581602,-216.6298536232183
552,-210.47240814752342,-214.11048439999516,-216.6998884880547
553,-210.42678327821068,-214.09998647486583,-216.71486565525348
554,-210.40287282743145,-214.0189597708639,-216.61937520878706
555,-210.33527693035714,-213.9835613423671,-216.61156276382633
556,-210.34131331138667,-213.9684790867062,-216.59711571494958
557,-210.39805038378125,-213.9969821581597,-216.629675597257
558,-210.50313719401257,-213.9334856572944,-216.63053430024945
559,-210.41301948918493,-213.7827342749806,-216.62455130313458
560,-210.43026276193345,-213.62869300555775,-216.54471969168847
561,-210.3557147429011,-213.55361532059885,-216.5396425400764
562,-210.19735233065285,-213.5254235151616,-216.58198398709027
563,-210.20753622150838,-213.52963752393418,-216.54124101069982
564,-210.21220153363765,-213.46876507986485,-216.61714599376404
565,-210.01550776699423,-213.45117320367387,-216.58076331942678
566,-209.93951695949227,-213.35763329195998,-216.54255945806648
567,-209.85927845992643,-213.3436372056989,-216.48921820234708
568,-209.83164284183016,-213.41205854901463,-216.4884056712151
569,-209.69908442856445,-213.38822727886384,-216.4608611888458
570,-209.78935032709003,-213.45444745379865,-216.37881518277905
571,-209.74049781777072,-213.48709152051225,-216.25911371548324
572,-209.73429479012532,-213.4846454893146,-216.2495950302919
573,-209.75385192817834,-213.41217272542423,-216.24317406434415
574,-209.7929656185707,-213.3912409455882,-216.22184523549495
575,-209.71544489279663,-213.4397317500468,-216.1833392289684
576,-209.58140300722704,-213.4233720327606,-216.19248868417853
577,-209.42927984971462,-213.41501058212484,-216.15469670993264
578,-209.4147902971504,-213.40963329080392,-216.14580691084336
579,-209.29559269458485,-213.23973420434663,-216.10072596393468
580,-209.3141276541113,-213.09379510008404,-215.9994160760699
581,-209.26993808427812,-213.02955276830096,-215.99912857733972
582,-209.12992819061964,-212.99151576644286,-215.99334586493447
583,-209.0839483516436,-212.93188904532633,-215.92745073833356
584,-209.06057010174914,-212.79193744725166,-215.892180278193
585,-209.03275863318586,-212.68194671301114,-215.75680446169548
586,-209.06396738764505,-212.69912964323657,-215.7675339593585
587,-209.04955299902304,-212.6102636416724,-215.6862937749199
588,-209.05691530297463,-212.56337992960275,-215.6671872498515
589,-208.94756262992695,-212.51535844293417,-215.59253622336928
590,-208.76247097255106,-212.4206928507769,-215.6399452085733
591,-208.71327130777217,-212.4995219387013,-215.65964021719435
592,-208.65741829186138,-212.41915868885275,-215.61531092447976
593,-208.61819032162913,-212.39084426253964,-215.5673634178304
594,-208.55880442454017,-212.3394359191202,-215.5104577503651
595,-208.50305726436838,-212.20874515756128,-215.44451558147543
596,-208.3864978185798,-212.26301436528286,-215.42604116755265
597,-208.42775556040687,-212.23632380819163,-215.33442736573883
598,-208.4679259257033,-212.2514965106816,-215.29252823252514
599,-208.47388311974245,-212.18095067092233,-215.38202262332393
600,-208.46663542990476,-212.1321466355866,-215.26232401890312
601,-208.6307511712808,-212.01499905583805,-215.3110022041721
602,-208.53025823012126,-211.9009539259224,-215.31434893300224
603,-208.51898029816536,-211.85778664800063,-215.2509128570777
604,-208.42344088063035,-211.79219384718937,-215.2129820020137
605,-208.3601555897456,-211.7668257885946,-215.17196007311395
606,-208.28117615667128,-211.82552783300326,-215.31679201465977
607,-208.40166119881087,-211.86048591279132,-215.28170290344707
608,-208.26396945434323,-211.72627144649934,-215.17003719074052
609,-208.24896633829468,-211.748801981827,-215.16077362466012
610,-208.07754719272873,-211.57314025613087,-214.959801689316
611,-208.0201156756634,-211.55734318063782,-214.92357324385216
612,-207.81689752778055,-211.43185812747603,-214.92090833671435
613,-207.87477514599,-211.35912673130815,-214.92942355585592
614,-207.82499677503802,-211.27115767604428,-214.95046236629625
615,-207.78639489041572,-211.22794422885136,-214.85349582438585
616,-207.78395936665214,-211.2789181049921,-214.80331218483812
617,-207.57345004740623,-211.2874929050372,-214.7521071425527
618,-207.42352404758134,-211.36316647514656,-214.75424513276369
619,-207.37694037018062,-211.36614146384176,-214.6843585927855
620,-207.40422767570698,-211.37785786172628,-214.64964445819203
621,-207.21741730703246,-211.32728556234707,-214.6211293370365
622,-207.06463295307685,-211.44621754574092,-214.6334522027483
623,-206.95817637257662,-211.49448366523706,-214.5703748891124
624,-206.82510103559127,-211.4944209619183,-214.48030582489696
625,-206.70934581318483,-211.46339085992338,-214.47458559500825
626,-206.74134461303262,-211.46298675588588,-214.4044312447842
627,-206.6697514634724,-211.43150170931776,-214.32024620583167
628,-206.52790869908262,-211.39894312686224,-214.36545622264674
629,-206.6146620908824,-211.32938662546047,-214.3056075334212
630,-206.51129366820135,-211.29320952022653,-214.34695835627411
631,-206.4716832596163,-211.20498855907366,-214.30161261839555
632,-206.3769067632094,-211.19125140795447,-214.27425138064547
633,-206.36076222646247,-211.00748952878845,-214.25830629664873
634,-206.20916741733248,-210.95398838814722,-214.23043373332916
635,-206.17170584088257,-210.88177112072609,-214.25877959092367
636,-206.03377327821664,-210.76872481598576,-214.15301011215084
637,-206.0015976159358,-210.75962093441035,-214.137972285836
638,-206.01157168558163,-210.7653216327838,-214.17921508960828
639,-205.97346613732878,-210.59746801502877,-214.13195214280074
640,-205.985116701803,-210.54608134732612,-214.14253780890715
641,-205.90824460386722,-210.50400855934942,-214.07606619988448
642,-205.7579921064598,-210.50335721643052,-213.9930244823757
643,-205.7325698669803,-210.49598816534228,-213.9762046006956
644,-205.64033333951517,-210.57710362124953,-213.8972045864844
645,-205.73865249289884,-210.62437802495873,-213.8970391580492
646,-205.80834744983053,-210.61360474409457,-213.79033843018044
647,-205.7474141579298,-210.56713722010107,-213.75405940665263
648,-205.56040789205653,-210.54583544127001,-213.738870634971
649,-205.5361630120041,-210.44816899109534,-213.82810114408392
650,-205.5786847212524,-210.3560484109431,-213.79266915536772
651,-205.40216010290646,-210.35377734428508,-213.75136590887323
652,-205.48743643868272,-210.3504298534626,-213.7425086219417
653,-205.28227601847956,-210.37720467796575,-213.6474703892062
654,-205.17039676557775,-210.3666298179537,-213.52074562055742
655,-205.22767682750552,-210.34049365155084,-213.5752362751208
656,-205.26451268610242,-210.17603036428164,-213.5008736988602
657,-205.26257106606113,-210.18715078336785,-213.48668869663737
658,-205.22789686790998,-210.16551392749983,-213.5763495746147
659,-205.26726857149987,-210.07885412105628,-213.59371279625768
660,-205.28989961208572,-210.09890283237004,-213.48289943442794
661,-205.15904878249594,-210.16403750294532,-213.37779955707768
662,-204.98812288194299,-210.11112565586706,-213.36113110176788
663,-204.99215523387622,-210.09634172210923,-213.32799283142356
664,-204.91788500946404,-210.0474265662819,-213.31634937274237
665,-204.92222858738535,-209.94190851722274,-213.28488460714235
666,-204.93424255485573,-209.91224324734748,-213.19287890988403
667,-204.9977628731072,-209.85730169678564,-213.20766046679148
668,-204.90851429316348,-209.88556726616247,-213.19759698314851
669,-204.8389919685311,-209.72671101620045,-213.11378128120043
670,-204.81746546735462,-209.6896519537937,-213.03808515679003
671,-204.71878765394845,-209.79151303176113,-213.04506208949857
672,-204.62106692182377,-209.73356691555705,-212.9759709833608
673,-204.57502789589134,-209.73106345988037,-213.00323761155846
674,-204.4549783960423,-209.73228446616267,-212.94889057570896
675,-204.50950603957602,-209.55166622290056,-212.8961984595088
676,-204.32241082100003,-209.45745553334356,-212.84530235865813
677,-204.2113856017871,-209.47545264846988,-212.80850640099567
678,-204.2921772331108,-209.4220093595406,-212.7078138771053
679,-204.25019271587075,-209.36627876882045,-212.83844536650923
680,-204.2367098762483,-209.3802779867115,-212.87247066092152
681,-204.04941631607545,-209.36383187708327,-212.94498861286448
682,-204.11109373670087,-209.35815494945672,-212.84670713668382
683,-204.1612512279079,-209.34458769318576,-212.8158446717908
684,-204.24641974880186,-209.3335254320886,-212.7554882908811
685,-204.2456462504261,-209.23455768833082,-212.7510841733997
686,-204.2888678706601,-209.12027931918226,-212.76218063964103
687,-204.2472814049798,-209.1177078029559,-212.71181405878053
688,-204.23100976769197,-209.1730980913798,-212.7599158794311
689,-204.2522776474451,-209.04619473422392,-212.72397316867944
690,-204.13924096182535,-209.01520753164607,-212.6233869156056
691,-204.0074941138888,-208.92540629298725,-212.59051383862112
692,-204.05328781046796,-208.87970200960658,-212.56730277246945
693,-204.05753232148842,-208.75796457934644,-212.58839566116717
694,-203.840632839902,-208.63629664260355,-212.50647099655572
695,-203.78363587652007,-208.64133723690372,-212.4696854947777
696,-203.67565586783363,-208.55777872770128,-212.40545291973456
697,-203.7024514537426,-208.47986633445663,-212.40380290276676
698,-203.5216754982534,-208.3474463116501,-212.37698657250246
699,-203.40725329231913,-208.34176527182552,-212.2746312849493
700,-203.33361411957245,-208.3697260260264,-212.34823599867494
701,-203.35680806162378,-208.23673099886565,-212.233396598277
702,-203.40046171449563,-208.13848345486605,-212.12438903225086
703,-203.56258024211974,-208.03950738109864,-212.09349448437126
704,-203.58133312479993,-207.99049433964302,-212.03990958480983
705,-203.50663300389877,-208.07430438637573,-212.02125691383208
706,-203.49291343947647,-208.03132666826804,-212.11498822290116
707,-203.41316804768454,-208.04434802205373,-212.01984997334748
708,-203.24359863866334,-207.99621780865817,-212.0675707763283
709,-203.29831426850717,-208.0418140778903,-211.95302578783964
710,-203.2742070017481,-207.91170649005846,-211.92795585156924
711,-203.27517250886615,-207.82716843660137,-211.9070821004255
712,-203.22290162675887,-207.80268132425073,-211.83959739662896
713,-203.22086955378109,-207.76625549279032,-211.79612118580246
714,-203.29741121593798,-207.76372057099104,-211.8482810457436
715,-203.25101766050545,-207.76680431314185,-211.80161588411107
